Device_Type,Environment_Type,Weather_Condition,Distance,Transmission_Power,Frequency_Channel,Packet_Size,Battery_Level,RSSI,SNR,Delivery_Success,Energy_Cost,Bandwidth,Spreading_Factor,Coding_Rate,Data_Rate,Channel_Occupancy,Interference_Power,Interference_Duration,Interference_Density,Packet_Collision_Rate,Retransmission_Count,Packet_Loss_Rate,Latency,Jitter,Propagation_Delay,Gateway_Distance,Gateway_Signal_Quality,Gateway_Load,Battery_Voltage,Device_Temperature,Ambient_Temperature,Ambient_Humidity,Atmospheric_Pressure,Wind_Speed,Rainfall,Terrain_Obstruction,Node_Density,Network_Congestion,Channel_Switch_Count,Connection_Attempt_Count,Acknowledgment_Rate
Tracking_Device,Industrial,Rain,24.222,16.67,433,38,88.96,-72.2,12.19,Failure,2.084,250.0,11,4/7,39.033,68.95,-76.45,360.01,0.746,16.81,1,13.15,95.31,13.63,0.0809,26.012,78.46,37.63,4.009,49.91,23.09,55.91,1024.5,11.4,3.3,0.959,151.18,44.25,1,5,95.16
Industrial_Node,Industrial,Cloudy,27.766,18.8,923,141,55.67,-89.59,10.83,Failure,2.759,250.0,11,4/7,31.17,72.18,-96.13,489.14,0.722,24.42,0,12.03,139.36,23.69,0.0927,28.449,55.6,37.44,3.613,34.99,27.77,73.72,1030.57,5.73,0.37,0.767,261.45,57.29,5,4,93.3
Smart_Meter,Rural,Clear,22.907,25.84,470,45,86.79,-56.15,15.44,Failure,2.924,15.6,12,4/6,13.906,64.99,-85.14,13.08,0.877,22.85,0,14.35,90.32,13.74,0.0765,24.661,84.93,71.29,3.964,62.05,37.95,97.51,1015.58,15.1,7.23,0.28,300.5,59.51,5,5,98.48
Sensor_Node,Industrial,Windy,13.453,23.3,923,67,17.53,-60.1,13.23,Success,2.573,125.0,10,4/7,5.757,45.2,-89.09,35.15,0.103,5.98,1,0.0,103.78,27.81,0.0449,14.737,83.87,41.68,2.993,57.39,44.7,46.93,1020.25,1.07,8.39,0.772,309.94,55.21,2,7,100.0
Smart_Meter,Urban,Clear,15.378,27.86,923,236,15.05,-46.03,15.09,Success,4.283,250.0,9,4/7,1.436,7.25,-97.6,383.77,0.524,17.47,3,4.38,156.38,20.29,0.0514,16.215,93.18,50.66,3.033,44.8,27.27,38.86,1000.16,18.77,1.6,0.865,431.91,48.36,8,3,100.0
Smart_Meter,Rural,Cloudy,4.19,18.01,433,202,82.35,-35.0,20.0,Success,3.192,15.6,12,4/6,41.362,63.33,-90.87,30.25,0.739,20.4,1,10.28,66.55,20.72,0.014,5.632,95.19,63.21,3.947,67.26,43.67,54.2,1035.52,1.3,0.86,0.364,324.94,57.65,9,1,97.23
Environmental_Node,Rural,Clear,22.533,17.47,868,108,54.8,-71.03,12.78,Failure,2.604,31.25,8,4/8,23.568,73.13,-72.81,374.19,0.183,13.97,0,5.33,103.73,21.64,0.0753,22.982,75.85,33.66,3.563,31.97,36.31,57.51,1017.07,6.04,0.23,0.954,130.44,25.99,5,4,100.0
Industrial_Node,Industrial,Clear,18.096,10.63,470,206,52.38,-67.93,13.14,Failure,3.286,31.25,9,4/6,30.952,38.65,-84.29,189.03,0.516,18.22,0,8.52,108.39,17.13,0.0604,19.893,68.4,32.99,3.563,31.41,39.21,80.61,1002.77,2.94,9.18,0.269,418.51,55.76,5,4,93.02
Tracking_Device,Rural,Cloudy,27.122,19.25,915,221,52.81,-77.41,10.97,Failure,3.705,15.6,9,4/7,7.478,41.85,-77.38,255.42,0.926,25.84,0,12.94,122.25,14.32,0.0906,28.39,65.81,36.9,3.585,40.22,12.08,95.92,998.98,19.77,0.47,0.895,110.67,27.38,2,7,94.74
Industrial_Node,Urban,Cloudy,6.418,24.48,923,57,44.3,-35.0,20.0,Success,2.381,15.6,11,4/6,33.506,20.34,-78.11,14.86,0.102,0.0,3,0.0,75.71,5.75,0.0214,7.395,100.0,27.34,3.445,19.01,29.28,37.16,1013.86,0.13,1.44,0.464,408.96,44.87,3,2,100.0
Sensor_Node,Urban,Heavy_Rain,22.912,16.02,470,103,89.78,-70.98,9.49,Failure,2.673,31.25,12,4/6,15.238,63.01,-90.14,151.66,0.348,7.9,2,0.0,114.07,23.4,0.0765,24.32,69.29,17.51,4.094,29.23,20.84,61.02,1035.22,3.24,0.5,0.393,14.53,37.08,6,4,100.0
Environmental_Node,Urban,Heavy_Rain,20.698,19.25,433,152,56.89,-63.96,17.86,Success,2.895,250.0,11,4/6,49.013,74.86,-77.15,418.75,0.496,23.13,1,8.67,119.04,9.95,0.0691,21.481,80.01,81.41,3.545,66.94,29.81,41.07,996.64,3.4,0.25,0.522,189.34,50.21,8,2,100.0
Environmental_Node,Industrial,Heavy_Rain,8.342,14.39,470,189,97.65,-44.4,15.67,Success,2.654,7.8,8,4/5,36.035,58.94,-91.93,476.9,0.743,18.78,1,5.15,97.47,29.77,0.0279,9.726,88.5,12.24,4.171,38.62,17.42,20.21,1004.99,15.54,0.43,0.985,497.52,65.48,9,2,91.85
Industrial_Node,Suburban,Cloudy,20.188,25.46,915,127,86.19,-61.95,17.33,Failure,3.224,7.8,8,4/8,4.233,62.93,-75.48,275.67,0.967,26.62,2,16.06,99.22,15.96,0.0674,20.412,84.49,50.19,4.005,43.6,36.96,24.49,1026.86,17.42,5.98,0.945,413.01,61.0,8,5,90.39
Environmental_Node,Suburban,Rain,27.769,11.21,915,182,76.38,-82.0,4.26,Failure,2.528,7.8,11,4/6,13.287,83.5,-87.35,492.37,0.182,14.51,0,8.02,133.53,0.85,0.0927,28.809,56.99,93.91,3.82,55.56,19.32,26.08,1012.07,19.08,1.22,0.042,293.48,63.78,6,5,84.65
Industrial_Node,Industrial,Rain,27.594,24.11,433,216,67.26,-74.3,13.55,Failure,3.9,7.8,12,4/5,14.441,87.59,-94.0,49.89,0.622,22.72,2,12.93,145.1,12.39,0.0922,28.1,70.92,38.82,3.743,31.5,19.1,48.81,1027.25,2.16,0.79,0.413,219.28,66.96,7,6,91.38
Industrial_Node,Industrial,Cloudy,21.729,17.58,470,246,85.17,-64.38,14.06,Failure,3.336,62.5,10,4/5,48.297,66.01,-80.74,435.0,0.479,16.32,2,5.48,161.14,14.49,0.0726,22.477,77.28,17.31,4.039,58.78,22.03,42.78,1039.94,2.69,1.53,0.474,344.98,58.95,7,4,94.15
Smart_Meter,Rural,Rain,1.918,10.83,868,22,89.36,-35.0,20.0,Success,1.449,7.8,10,4/5,29.582,20.17,-88.36,377.41,0.351,13.81,3,11.23,69.14,15.18,0.0064,3.64,99.61,66.34,4.116,32.15,34.7,57.5,1010.58,19.94,2.49,0.914,489.69,43.2,4,6,100.0
Sensor_Node,Urban,Foggy,26.232,27.07,868,60,21.99,-73.23,11.83,Failure,3.007,62.5,7,4/7,38.799,15.44,-76.34,58.23,0.166,5.87,3,1.88,107.34,28.94,0.0876,26.806,61.62,81.57,3.121,38.69,36.55,50.1,1008.19,0.85,6.59,0.945,383.93,35.03,1,2,97.39
Sensor_Node,Urban,Clear,19.904,19.75,923,179,42.38,-52.81,18.97,Failure,3.476,7.8,10,4/5,29.487,80.29,-75.6,349.27,0.488,20.68,0,7.42,96.69,20.34,0.0665,20.189,92.03,86.29,3.419,17.35,36.01,53.1,1015.96,12.18,1.39,0.295,110.06,48.61,1,1,96.9
Sensor_Node,Suburban,Foggy,9.658,21.99,923,55,82.49,-37.94,20.0,Success,2.579,62.5,11,4/5,24.671,63.6,-108.88,324.49,0.428,11.41,0,1.85,67.47,22.32,0.0323,10.554,93.54,47.32,3.862,67.4,41.41,37.65,1009.22,4.61,5.28,0.96,18.07,42.21,9,7,100.0
Industrial_Node,Rural,Clear,6.024,24.64,470,49,29.92,-35.0,18.6,Success,2.668,7.8,9,4/8,49.496,24.63,-51.01,473.47,0.521,19.52,1,7.89,70.3,19.19,0.0201,7.191,93.7,71.28,3.192,64.26,26.28,21.14,1008.38,16.74,0.07,0.945,417.73,45.72,4,5,100.0
Smart_Meter,Suburban,Clear,3.928,23.1,923,135,62.76,-35.0,18.98,Success,3.372,250.0,8,4/7,49.449,23.86,-93.55,114.72,0.522,13.69,2,0.39,89.35,22.2,0.0131,5.416,100.0,22.33,3.692,45.31,25.53,61.36,1029.15,0.23,3.0,0.215,273.86,33.46,2,4,100.0
Industrial_Node,Urban,Clear,1.982,24.62,915,132,80.24,-35.0,20.0,Success,2.929,250.0,9,4/7,50.569,9.82,-75.55,165.41,0.626,17.88,0,7.88,76.46,4.25,0.0066,3.055,100.0,14.04,3.993,35.77,22.3,20.61,991.46,2.79,3.14,0.598,478.76,48.62,5,5,100.0
Tracking_Device,Rural,Rain,22.746,25.25,433,186,30.15,-61.25,19.13,Failure,4.082,7.8,9,4/8,57.439,50.54,-86.07,96.3,0.968,25.19,3,11.55,142.86,27.37,0.076,24.546,81.49,35.12,3.221,20.05,31.5,83.44,1022.08,6.1,0.17,0.437,419.8,68.51,4,5,98.77
Sensor_Node,Urban,Clear,7.457,21.78,923,112,46.18,-35.0,20.0,Success,2.912,31.25,12,4/5,20.185,15.76,-79.03,465.73,0.21,8.2,0,4.43,78.01,17.21,0.0249,9.302,94.02,22.58,3.438,42.76,28.08,58.25,1018.41,9.26,1.32,0.703,84.9,22.89,7,4,100.0
Smart_Meter,Urban,Windy,1.215,17.31,868,237,92.36,-35.0,18.99,Success,3.447,125.0,9,4/7,42.538,39.66,-87.62,430.17,0.319,11.88,1,5.34,96.0,22.54,0.0041,2.737,94.65,47.11,4.135,69.99,30.44,30.83,1013.63,8.61,1.18,0.2,55.63,18.45,3,2,100.0
Environmental_Node,Industrial,Windy,12.219,14.86,915,128,42.04,-58.83,16.36,Failure,2.546,31.25,12,4/5,20.608,23.0,-68.74,139.72,0.275,8.24,0,0.0,71.27,1.26,0.0408,13.176,80.16,63.7,3.37,46.26,38.64,53.6,1004.43,16.14,1.55,0.158,162.84,35.17,3,6,100.0
Sensor_Node,Urban,Rain,14.737,28.06,868,108,64.42,-49.39,13.99,Success,3.068,125.0,7,4/7,53.614,70.6,-94.91,430.34,0.039,10.4,1,1.12,79.93,12.24,0.0492,16.211,86.84,80.29,3.765,34.92,18.87,35.29,1000.7,2.21,4.22,0.851,438.96,60.44,5,5,99.66
Sensor_Node,Urban,Cloudy,5.492,29.4,923,207,49.05,-35.0,18.97,Success,4.332,250.0,9,4/6,31.963,5.47,-72.7,480.48,0.362,11.82,0,0.0,85.2,14.55,0.0183,6.498,95.91,76.94,3.482,31.18,15.93,35.68,1024.63,13.8,0.84,0.468,358.06,27.51,9,2,100.0
Smart_Meter,Urban,Foggy,1.799,17.15,923,203,88.93,-35.0,20.0,Success,3.533,15.6,10,4/8,22.631,39.07,-99.22,64.73,0.785,28.44,4,10.61,117.7,17.48,0.006,3.382,96.81,59.79,4.029,54.69,44.73,25.02,1014.57,13.75,0.99,0.046,407.52,43.74,8,1,97.62
Sensor_Node,Urban,Windy,6.079,12.25,915,223,48.17,-40.94,16.25,Success,3.443,62.5,8,4/7,0.953,9.03,-81.13,476.27,0.186,3.37,1,0.59,83.39,10.14,0.0203,6.764,93.79,87.91,3.538,30.41,28.97,49.29,1006.28,19.93,2.55,0.26,45.96,27.34,1,3,100.0
Tracking_Device,Rural,Cloudy,20.534,14.45,868,229,42.33,-73.41,12.18,Failure,3.634,125.0,12,4/7,40.638,9.46,-94.48,443.36,0.346,13.39,2,4.63,125.98,5.78,0.0686,21.446,72.05,81.66,3.465,31.57,24.72,95.74,998.57,12.68,4.72,0.233,122.06,0.0,2,2,100.0
Environmental_Node,Industrial,Heavy_Rain,2.926,23.41,433,137,25.59,-35.0,20.0,Success,3.38,125.0,9,4/5,27.574,13.61,-75.58,451.12,0.683,21.68,0,5.37,69.83,4.92,0.0098,4.507,100.0,25.64,3.141,56.45,23.2,82.32,1021.37,6.65,1.21,0.491,58.69,24.52,9,2,100.0
Industrial_Node,Urban,Rain,16.874,13.46,433,205,41.43,-57.13,14.09,Failure,3.18,31.25,8,4/5,6.189,29.71,-78.92,30.11,0.906,20.1,1,7.37,132.46,23.65,0.0564,18.687,79.16,82.75,3.353,17.64,38.76,65.88,1006.84,6.5,6.72,0.408,386.66,46.89,8,6,99.48
Tracking_Device,Urban,Rain,4.819,25.6,915,45,70.26,-35.0,20.0,Failure,2.698,31.25,7,4/5,23.193,75.49,-77.27,469.59,0.88,24.71,0,12.47,59.11,26.92,0.0161,6.406,93.97,32.44,3.825,59.52,38.74,63.4,999.73,13.07,0.83,0.545,257.94,71.71,0,6,95.68
Environmental_Node,Urban,Clear,6.273,28.46,923,226,25.82,-35.0,18.28,Success,4.387,15.6,12,4/8,31.033,54.06,-84.43,497.35,0.331,11.7,0,4.86,80.92,15.81,0.021,8.107,100.0,32.57,3.205,62.21,30.68,21.02,1022.26,12.68,1.47,0.654,347.27,54.37,6,5,97.5
Sensor_Node,Rural,Cloudy,12.096,29.27,915,152,73.48,-35.0,15.32,Success,3.764,62.5,10,4/6,20.229,17.56,-84.38,356.53,0.119,8.19,2,4.59,93.26,20.43,0.0404,13.879,93.85,60.9,3.855,61.04,28.24,48.34,1019.46,14.39,0.93,0.862,134.32,31.75,9,2,100.0
Tracking_Device,Urban,Clear,3.474,10.19,868,203,10.96,-35.0,20.0,Success,2.98,62.5,12,4/6,46.312,40.14,-83.22,418.63,0.066,7.29,0,0.0,63.62,14.41,0.0116,5.38,99.65,58.41,2.878,64.74,39.29,82.28,1001.98,12.82,0.16,0.414,20.87,10.3,7,7,100.0
Industrial_Node,Rural,Cloudy,5.61,29.16,433,180,43.03,-35.0,15.57,Success,3.892,7.8,8,4/6,44.276,87.08,-92.57,243.9,0.063,12.36,1,8.2,74.48,8.83,0.0187,7.335,85.63,39.85,3.371,22.82,33.42,46.86,1008.25,3.67,1.88,0.748,48.71,46.05,4,4,94.33
Environmental_Node,Urban,Rain,10.794,24.8,923,124,51.93,-38.9,20.0,Success,3.27,31.25,10,4/5,7.424,42.88,-58.82,49.44,0.567,15.85,1,1.91,103.42,9.0,0.0361,11.658,100.0,21.92,3.568,29.03,13.52,85.77,1018.34,8.87,13.68,0.195,149.5,21.45,4,6,100.0
Tracking_Device,Urban,Foggy,10.225,11.68,868,156,18.65,-51.19,15.47,Failure,2.427,250.0,7,4/8,31.065,90.34,-89.17,237.09,0.914,28.37,3,13.42,105.21,7.95,0.0342,11.228,92.86,37.76,3.062,52.34,34.15,99.8,1017.03,4.61,7.9,0.305,400.68,69.41,7,2,97.9
Smart_Meter,Suburban,Foggy,22.604,18.3,433,51,71.57,-67.28,18.72,Failure,2.054,62.5,10,4/5,27.848,87.73,-85.6,449.99,0.866,30.94,2,14.69,110.89,18.73,0.0755,23.158,77.36,92.47,3.846,49.71,39.53,37.42,1000.8,13.61,6.64,0.619,168.07,56.57,9,2,97.53
Sensor_Node,Rural,Rain,2.706,24.0,433,96,19.25,-35.0,20.0,Failure,2.862,31.25,11,4/7,45.301,40.74,-79.11,223.07,0.804,22.17,2,10.81,98.06,11.45,0.009,3.376,98.67,25.94,3.076,20.58,40.64,50.16,994.1,15.05,3.38,0.602,334.63,50.85,0,3,97.63
Sensor_Node,Urban,Rain,25.883,29.13,470,126,18.1,-58.67,17.94,Failure,3.741,15.6,8,4/5,29.44,63.37,-86.03,170.05,0.691,20.83,0,8.09,111.77,8.61,0.0864,26.414,81.37,41.54,3.016,38.86,16.0,53.16,1000.57,10.61,3.68,0.499,82.49,30.3,3,3,100.0
Smart_Meter,Suburban,Clear,24.579,13.28,923,175,43.11,-83.92,11.57,Failure,2.839,31.25,9,4/8,19.406,75.89,-79.43,317.72,0.459,15.11,1,3.88,119.37,9.16,0.0821,25.002,59.1,19.46,3.376,46.05,32.45,28.07,1028.8,16.22,2.12,0.891,135.26,60.71,3,1,100.0
Environmental_Node,Industrial,Rain,23.097,12.55,915,170,76.45,-78.61,13.62,Success,3.27,15.6,11,4/7,28.413,21.21,-98.66,484.42,0.319,12.32,1,0.13,124.1,23.94,0.0771,23.386,78.02,68.7,3.9,48.6,25.6,31.88,1007.92,17.36,3.75,0.54,43.59,0.56,8,4,100.0
Tracking_Device,Suburban,Clear,9.626,19.45,470,107,96.73,-39.69,20.0,Success,2.486,250.0,7,4/8,28.785,52.72,-82.33,284.45,0.592,21.47,2,4.93,104.35,12.24,0.0322,10.853,94.38,54.49,4.127,67.57,21.83,57.16,1018.6,15.95,9.03,0.095,374.22,55.72,6,6,100.0
Sensor_Node,Rural,Clear,24.775,29.36,433,144,79.84,-64.2,11.47,Success,3.579,15.6,9,4/8,11.325,14.28,-90.46,266.79,0.429,19.11,1,8.37,122.47,4.7,0.0827,25.646,78.7,62.22,3.849,52.82,30.65,75.95,1027.61,13.46,3.86,0.975,28.99,6.6,2,7,94.4
Industrial_Node,Rural,Rain,5.893,29.43,923,242,51.94,-35.0,17.48,Success,4.69,125.0,10,4/6,21.773,50.3,-78.38,235.18,0.617,16.75,2,17.09,117.03,25.02,0.0197,6.992,88.94,84.86,3.527,33.78,11.64,60.43,998.25,5.78,3.84,0.962,53.73,27.22,8,4,100.0
Smart_Meter,Suburban,Clear,4.17,14.56,923,216,34.53,-36.33,20.0,Success,3.381,125.0,8,4/7,25.127,16.55,-68.24,207.69,0.197,7.59,2,0.0,109.05,22.63,0.0139,5.765,100.0,48.8,3.283,37.31,40.12,49.94,1002.74,9.16,13.17,0.452,123.6,14.16,7,7,100.0
Sensor_Node,Urban,Clear,1.826,16.39,470,129,37.13,-35.0,20.0,Success,2.624,15.6,7,4/6,3.79,74.73,-64.97,209.9,0.815,28.93,1,13.61,81.98,29.68,0.0061,3.267,98.46,44.64,3.382,32.59,14.35,81.76,1011.04,17.74,0.88,0.309,28.97,46.58,4,2,100.0
Sensor_Node,Rural,Windy,28.21,28.16,868,81,35.53,-77.94,17.33,Failure,3.108,62.5,10,4/5,37.961,60.42,-86.07,485.38,0.509,15.01,1,5.34,118.51,20.56,0.0942,28.396,69.45,87.18,3.3,44.6,19.41,66.02,1019.92,5.35,3.03,0.815,465.04,58.84,9,5,98.38
Smart_Meter,Industrial,Clear,9.586,24.7,868,67,35.05,-39.57,20.0,Success,2.536,125.0,12,4/6,13.057,63.27,-104.57,140.76,0.595,21.13,0,9.47,69.2,15.01,0.032,11.118,96.26,68.24,3.25,17.82,29.57,64.62,1009.34,13.07,0.82,0.464,466.54,72.66,2,1,98.88
Tracking_Device,Urban,Clear,27.57,29.45,915,85,16.22,-71.37,10.96,Failure,3.165,62.5,12,4/8,20.7,27.12,-79.05,239.33,0.797,19.5,1,5.66,110.06,7.7,0.0921,27.864,75.08,51.55,3.042,15.34,25.46,50.59,996.34,16.98,11.17,0.716,177.0,42.83,7,7,97.98
Smart_Meter,Urban,Clear,8.542,27.86,923,209,29.84,-35.0,20.0,Success,3.663,7.8,12,4/8,11.185,59.78,-85.35,61.07,0.247,15.62,1,0.0,101.23,24.82,0.0285,9.901,98.56,15.9,3.176,36.02,34.87,38.21,995.2,19.56,1.19,0.238,295.99,46.81,0,6,100.0
Industrial_Node,Urban,Clear,27.273,14.3,470,130,19.71,-85.15,11.37,Failure,2.599,250.0,8,4/8,44.707,72.4,-90.44,236.46,0.36,14.06,1,2.16,113.64,3.82,0.0911,28.972,67.32,76.81,2.999,42.69,36.89,97.36,1017.41,9.16,3.45,0.646,438.54,65.3,1,4,97.29
Environmental_Node,Rural,Clear,27.166,25.19,433,241,10.66,-71.47,8.2,Failure,4.058,31.25,11,4/6,33.398,32.94,-79.68,168.89,0.127,9.4,4,6.46,163.83,8.17,0.0907,27.814,63.61,35.55,2.93,26.48,40.19,27.74,1006.94,17.06,0.31,0.826,99.67,29.36,3,1,93.81
Smart_Meter,Industrial,Heavy_Rain,27.748,10.97,868,88,35.7,-90.64,8.84,Failure,2.116,31.25,7,4/8,12.305,90.23,-80.11,242.74,0.449,16.19,0,5.04,116.61,10.08,0.0927,29.436,49.64,32.46,3.327,61.87,12.73,52.58,999.73,3.73,1.24,0.563,337.92,72.95,6,1,87.3
Tracking_Device,Industrial,Clear,15.137,26.36,470,203,41.7,-45.65,16.74,Success,4.018,125.0,7,4/8,12.236,38.87,-75.56,217.16,0.661,15.71,1,7.57,124.18,7.17,0.0506,16.164,81.45,57.24,3.344,21.23,33.69,85.8,1017.57,11.73,2.25,0.353,141.56,23.39,3,5,100.0
Tracking_Device,Urban,Windy,26.045,22.03,915,93,93.47,-74.03,10.86,Failure,2.843,31.25,12,4/7,14.022,37.3,-86.56,445.33,0.429,21.88,1,7.15,109.15,19.91,0.087,27.91,71.55,37.33,4.124,66.65,39.93,85.98,1026.61,16.27,0.55,0.375,74.13,21.7,9,1,99.69
Smart_Meter,Industrial,Clear,28.548,29.12,915,135,99.53,-80.39,8.04,Failure,3.434,62.5,11,4/8,57.54,39.66,-87.42,304.4,0.716,23.95,1,16.89,125.33,17.36,0.0954,29.985,63.54,73.0,4.183,43.4,38.34,96.78,1006.05,0.18,0.66,0.585,59.08,22.41,9,7,90.75
Industrial_Node,Suburban,Cloudy,10.076,29.2,923,183,62.15,-39.94,19.26,Success,3.973,31.25,12,4/8,28.727,86.27,-87.66,204.73,0.744,25.36,0,14.16,87.78,24.78,0.0337,10.236,96.35,48.26,3.639,26.69,42.46,66.32,1020.73,7.32,0.66,0.2,188.25,62.98,3,6,100.0
Smart_Meter,Industrial,Rain,12.857,11.02,915,55,91.09,-67.12,20.0,Success,2.213,7.8,9,4/7,55.798,32.64,-88.1,196.9,0.002,0.0,3,0.0,98.88,29.87,0.0429,13.669,91.49,94.94,4.07,54.3,25.62,32.78,1039.09,14.42,0.3,0.228,467.99,52.3,3,7,96.59
Smart_Meter,Rural,Rain,21.718,13.21,915,203,65.64,-66.21,10.47,Failure,2.883,15.6,11,4/6,59.492,60.23,-75.92,27.59,0.584,20.54,1,13.03,134.45,4.34,0.0725,22.806,77.83,31.73,3.775,51.9,23.8,89.63,1011.27,3.51,1.14,0.283,453.79,51.82,0,3,86.5
Sensor_Node,Rural,Rain,9.361,19.68,868,26,54.78,-41.36,17.37,Failure,1.988,31.25,9,4/7,30.841,28.75,-89.18,116.8,0.965,34.89,0,18.13,72.52,19.83,0.0313,11.166,96.85,15.57,3.585,34.39,34.97,34.42,1016.2,19.57,4.83,0.428,486.64,45.83,8,6,89.1
Industrial_Node,Rural,Foggy,22.737,27.59,868,240,13.84,-60.42,19.24,Failure,4.539,125.0,11,4/7,5.568,74.82,-94.89,444.1,0.702,23.23,0,9.1,121.02,13.47,0.0759,23.08,81.58,60.2,2.973,51.87,14.36,34.08,1000.69,18.01,3.87,0.502,351.49,72.06,3,3,94.37
Industrial_Node,Industrial,Clear,2.68,26.29,915,179,14.01,-35.0,20.0,Success,3.481,15.6,11,4/8,48.764,93.96,-77.58,186.02,0.476,16.75,0,7.59,81.06,22.1,0.009,4.23,89.51,91.26,3.014,23.48,41.31,91.0,1029.38,12.7,8.41,0.671,116.88,60.93,3,5,100.0
Sensor_Node,Suburban,Cloudy,15.943,29.29,923,238,12.77,-51.5,12.53,Failure,4.063,250.0,7,4/7,36.823,92.64,-77.98,479.09,0.449,15.43,1,6.67,95.05,23.88,0.0532,16.23,80.57,91.14,2.951,17.3,19.8,83.83,1039.1,4.37,3.71,0.521,333.6,77.13,2,5,93.48
Smart_Meter,Industrial,Windy,4.108,22.36,868,148,23.51,-35.0,19.75,Failure,2.98,62.5,9,4/5,4.876,15.67,-64.79,82.79,0.194,0.39,2,0.0,87.82,16.08,0.0137,5.774,100.0,89.14,3.157,65.79,32.57,31.63,1006.73,12.9,2.6,0.867,407.94,36.84,3,5,100.0
Tracking_Device,Suburban,Clear,9.153,15.13,868,77,16.92,-45.56,20.0,Success,2.141,15.6,10,4/5,29.617,78.02,-59.66,72.63,0.888,24.41,0,13.68,81.7,27.61,0.0306,10.145,95.91,33.11,3.018,63.9,35.09,68.44,1012.5,12.96,9.24,0.389,89.23,45.16,4,4,92.45
Sensor_Node,Urban,Clear,8.129,10.5,915,39,27.52,-39.21,20.0,Failure,1.7,62.5,10,4/5,39.916,63.28,-68.33,438.27,0.989,25.8,0,14.42,60.48,14.58,0.0272,10.101,100.0,55.27,3.111,50.77,33.57,33.88,1006.09,13.16,2.35,0.518,417.36,73.58,9,6,90.41
Sensor_Node,Urban,Clear,25.248,14.46,923,181,56.73,-74.67,12.06,Failure,2.769,125.0,8,4/5,26.879,73.08,-75.96,259.46,0.183,7.41,1,5.65,119.82,23.63,0.0843,25.558,72.51,13.6,3.594,48.79,37.59,30.65,991.94,5.12,7.9,0.082,343.41,58.69,7,1,90.31
Industrial_Node,Urban,Rain,6.209,23.51,915,70,55.29,-35.0,20.0,Success,2.801,125.0,7,4/5,34.82,39.36,-82.18,426.49,0.11,9.19,2,0.0,70.24,26.81,0.0207,7.462,94.76,52.89,3.595,29.26,20.97,80.86,985.15,10.85,11.75,0.36,135.29,37.59,1,1,100.0
Tracking_Device,Rural,Clear,24.349,28.53,433,183,40.98,-57.11,18.56,Success,4.066,125.0,7,4/8,56.135,36.29,-88.85,154.71,0.302,8.78,2,0.0,136.73,18.51,0.0813,26.028,89.61,80.57,3.386,38.0,12.18,71.59,996.29,4.1,4.03,0.061,315.28,51.47,0,5,100.0
Sensor_Node,Industrial,Clear,23.922,16.42,433,173,69.94,-81.69,10.26,Failure,3.081,62.5,7,4/7,8.871,44.05,-61.98,120.18,0.322,11.29,1,6.57,108.13,26.95,0.0799,25.616,64.52,60.0,3.796,50.85,24.5,83.33,1012.24,2.79,1.25,0.337,175.55,30.32,1,7,100.0
Industrial_Node,Urban,Cloudy,15.217,27.51,923,234,45.27,-43.15,15.11,Success,4.065,7.8,8,4/8,29.32,94.73,-78.49,315.36,0.747,18.63,1,11.0,109.34,16.82,0.0508,16.816,86.32,30.15,3.543,60.63,38.39,25.76,1020.72,7.31,0.12,0.32,349.76,70.92,1,5,93.38
Environmental_Node,Urban,Rain,7.398,17.9,433,180,29.82,-40.7,20.0,Success,3.393,15.6,8,4/7,1.0,19.63,-68.93,158.4,0.226,3.5,1,2.1,97.75,28.27,0.0247,9.236,96.87,42.14,3.215,21.61,25.15,71.85,1015.76,2.83,0.22,0.659,308.99,32.71,8,2,100.0
Sensor_Node,Suburban,Clear,7.193,16.17,923,20,72.29,-42.79,20.0,Success,1.824,15.6,7,4/8,26.492,87.72,-82.46,17.9,0.56,23.21,0,10.68,58.6,18.61,0.024,8.564,98.88,87.48,3.809,48.61,31.68,78.81,1011.0,11.9,3.87,0.33,12.35,45.23,1,2,100.0
Environmental_Node,Suburban,Clear,14.215,20.18,433,86,98.22,-40.91,18.22,Success,2.505,62.5,9,4/8,12.818,53.44,-77.4,450.39,0.268,7.46,1,0.0,99.73,17.88,0.0475,15.036,92.13,24.66,4.226,47.85,44.1,56.68,1033.67,14.94,4.41,0.139,464.57,64.77,3,5,100.0
Smart_Meter,Industrial,Rain,0.76,18.85,470,69,82.96,-35.0,20.0,Success,2.357,15.6,7,4/5,14.012,64.33,-80.27,410.38,0.768,21.64,3,10.79,80.61,7.77,0.0025,2.617,99.28,64.37,3.903,62.29,28.37,60.26,1004.63,13.64,3.08,0.74,229.83,46.63,7,3,100.0
Industrial_Node,Rural,Foggy,16.175,28.28,868,54,47.26,-37.68,20.0,Success,2.609,250.0,7,4/5,14.248,12.93,-88.04,263.39,0.364,5.56,0,0.67,78.7,16.02,0.054,16.646,96.13,54.8,3.479,49.35,29.4,39.81,1015.91,12.06,5.58,0.577,255.59,20.56,3,2,100.0
Industrial_Node,Industrial,Rain,28.607,19.37,915,182,43.81,-82.82,12.19,Failure,3.229,125.0,7,4/6,45.683,79.53,-77.08,129.42,0.356,20.88,0,3.64,142.18,23.13,0.0955,29.56,69.46,26.74,3.432,16.13,13.18,37.04,1014.0,11.63,0.95,0.931,319.42,52.17,8,5,99.95
